,comments,date
1068,$PANI mulai kembali memperlihatkan taringnya$$$,"3 Oct 22, 17:18"
1069,"@Elite hari ini $PANI emang mantul, tapi lihat dulu MA 5/10 kedepan, rebound nya hanya sesaat kah?

tapi stream hari ini om @Elite bisa saksikan sendiri, jauh dari ane dulu pegang sebelum RI nih emiten, pasca RI banyakan drama setting-an & lucu aja ane perhatiin nih emiten lama lama, dan ampe hari ini ane ga pegang lg nih emiten om, buat yg holder gw doain semoga sukses dan dpt ciptain ATH baru sesuai dengan harapan nya ✌️✌️✌️","3 Oct 22, 16:46"
1070,"Saham $SCMA bergerak sideways.
Dan saat ini sedang mendekat ke support kuatnya.
Bisa mantul nggak nih?

Tonton video analisanya di sini:
https://cutt.ly/WV3Tvqe

Random tag $BRMS $INKP $SMGR $PANI","3 Oct 22, 16:20"
1071,"$PANI hit 930. Minus 29.28% semenjak prediksi ini dibuat. Sekarang udah naik lagi.

$BSDE $CTRA $APLN $IHSG","3 Oct 22, 16:19 · Edited on 3 Oct 22, 16:20"
1072,$PANI bisa segini ngga besok?,"3 Oct 22, 16:04"
1073,"$PANI kemaren lord SG di IG mention ni saham, hr ini langsung ARA 😅","3 Oct 22, 16:01"
1074,"Kita lihat yah minggu ini, $PANI beneran rebound atau masih PHP kyk terakhir kali, rebound sehari doang 🤣

Yang penting dari awal kita uda ngomong - buat kita pribadi ini lebih main panjang, ini ada gara2 corp. action, ini ada liat future prospect (spekulasi), ini otomatis lebih risky dari masuk saham2 lain, especially bluechip 👍🏻

Kalau masuknya dengan catatan mau cuan cepet, ya siapin CL jangan sampe nyangkut. Kalo masuk gara2 ngikut doang tapi gak pduli dengan poin2 atas, ya siap2 aja rugi terus masuk manapun juga 😮‍💨

Belajar, baru terjun. Applies everywhere.

*Bukan ajakan, cm mau menekankan mindset orang beda2. Ada yang investasi, ada yang main, ada yang duit dingin, ada yang duit panas.","3 Oct 22, 15:29"
1075,"WAKAKAKAK NGAKAKKKK🤣🤣

MAYAN HIBURAN HABIS KERJA🤣🤣🤣

$PANI","3 Oct 22, 15:21"
1076,$PANI gak sia2 masuk di arb kmrn 🫰,"3 Oct 22, 15:16"
1077,"$PANI 4 tik lagi padahal mentok ara 😌
biasanya besok lanjut naik. biasanya loh ya.....","3 Oct 22, 14:50 · Edited on 3 Oct 22, 14:57"
1078,"$PANI

lohh katanya ARA?? MANA KOK UDAHAN GITU DOANG???


HADEHHH WKAKAKAKAK🤣🤣🤣","3 Oct 22, 14:44"
1079,"@Stockbit User wkwkwk ya. Namanya trader sekalipun bandar ga pernah ada yang seyakin itu, ini anda yakin bener dengan baseless asumptions.

Bandar butuh respon market yang mana ga bisa tuh mereka ciptakan gitu aja, pun responnya ga bisa exact secanggih anda.

Retail seperti saya atau kamu apa lagi ya. Cuma bisa liat market aja dari luar kotak pandora.

Iya deh dikau trader terbaik. Saya uda nyerah ngelawan banyolan ini wkwk.","3 Oct 22, 14:43"
1080,@LilHomie nihh min ada lagi @SuperAdmin $PANI Mereka orang2 yg suka gak sadar dirinya sendiri kayak gimana🤣🤣,"3 Oct 22, 14:40"
1081,"$PANI wkwkwk pas ARA langsung rame2 keluar nyerang gw🤣 santuyy , padahal gak sadar diri kelakuan mereka kayak gimana🤣

padahal simple, ya liat aja, bener gak yg gw bilang nanti🔥🔥 Gak akan balik ke 2.000, dan apalagi ke 10.000🤣 hadehh ngawur bener dah🤣🤣 gw udah posting juga udah lama, paling sideways terus di 900 - 1.300. Makanya BACA🤣🤣","3 Oct 22, 14:39 · Edited on 3 Oct 22, 14:41"
1082,"@Stockbit User harus diaduin untuk user yang sudah diingatkan untuk sopan beberapa kali tapi tetap perilakunya begitu. $PANI

Dikira kita seneng dengan postinganmu?","3 Oct 22, 14:32"
1083,$PANI arb pada ribut. ara juga ribut. kenapa sih wkakak,"3 Oct 22, 14:32"
1084,loh loh kok ARA si $PANI,"3 Oct 22, 14:26"
1085,"$PANI mana nich yg tebar fear, apa diem2 bli jg? wkwk","3 Oct 22, 14:22"
1086,$PANI kok tiba2 ARA ni wkkw🤫,"3 Oct 22, 14:20"
1087,hahh apaan sihh?? wkwkwk ngakak🤣🤣🤣🔥🔥🔥 $PANI,"3 Oct 22, 14:20"
1088,"@investor00 $PANI mantuulll...

Iya emang narasi hanya basa-basi...

Makanya perlu juga panduan charts dan psikologi market.","3 Oct 22, 13:14"
1089,"Berikut merupakan hasil Trading
kemarin jumat nih.. . $AISA $BELL $FPNI $PANI $SMDM

Cuan Konsisten di Setiap Hari, KITA TETAP CUAN GUYS.. ADA GIVE AWAY DI IG kami..","3 Oct 22, 13:01"
1090,"$PANI
No one said it will be easy.
mari berpegang teguh dgn prinsip beli 🔴, jual 💚.
.
.
$BBRI $BSDE $DOID","3 Oct 22, 12:57"
1091,"$KJEN adalah salah satu permainan PG

Begitupun $PANI (sudah slesai) dan $SINI (masih progress)

Buy on breakout 6500 😶‍🌫️","3 Oct 22, 12:43"
1092,"@dewicalico saya juga di block oleh @skydrugz27 padahal mostly 100% agree loh dengan ulasan2 nya, nggak ngerti saya...

Saya juga di-block sama Hoper King @a1191r hanya karena satu poin saja yang opini-nya berbeda : saya tidak setuju dengan aliran anti_CL dan averaging-down ... justru CL itu perlu untuk proteksi modal (trader)....

$BOSS $BMTR $SLIS $PANI $SMDR random tag","3 Oct 22, 11:36"
1093,"Live trade kasih cuan lagi tambahan wusss

$NASI $SICO $PANI hit 1050 $KJEN

$SRAJ BUY ARB 2X TP 7%+ 2X WUSSS...","3 Oct 22, 11:26 · Edited on 3 Oct 22, 11:27"
1094,"$PANI
yang nyangkut waktunya keluar","3 Oct 22, 11:12"
1095,"@farhanchandra emang yang bisa ngajak orang cuman influencer?? aduh belajar lg dek🤣🤣

pantesan nyangkut, ya iqnya cetek🤣🤣 $PANI","3 Oct 22, 11:11"
1096,"emg gw influencer? ampun bang gw hanya trader biasa yg lone wolf, gw jg jarang posting di SB. inti komen gw td gw cuma kasian ama lu yg bisanya cuma komen $PANI hahaahaha malah komennya jd melebar ke ngajak2 org, lucu banget.","3 Oct 22, 11:07"
1097,"GA PERNAH BIKIN HURU HARA SAMA BELIAU,
TAPI DI BLOCK 🤣😅
SUNGGUH LUCU SEGALA MACAM DRAMA DI STOCKBIT 🌿

Ditengah tekanan index yg begitu fantastis.
para investor, trader bahkan tukang tulis dongeng pun tak hanya mikirin gimana mange portofolio.
tapi juga manage emosi dalam diri 🤣.

Akun-akun terkenal dengan followers bombastis fenomenal, yg bahkan sebelumnya pun ku tak berinteraksi apalagi adu keributan soal saham.
bahkan secara personal pun tak kenal 😅.
tau-tau di block dong 😆.

oh tak mempengaruhi kehidupan duniawi ku juga sih.
cuman lucu aja baca notif ini wkwkwk.

terkadang kalo dipikir sungguh lucu kehidupan saham sekarang ini.
begitu banyak influencer, mungkin jumlahnya melebihi jumlah selebgram atau artis tiktok.
tapi influencer saham sepertinya ga suka kalo misal ada yg menyentil (eh tapi aku belom pernah nyentil beliau yg nge block ini sih hahaha)

kira-kira ada lagi ga nih influencer yg suka nge block?

random tag biar rame","3 Oct 22, 11:06 · Edited on 3 Oct 22, 11:07"
1098,$PANI mohon doa restu,"3 Oct 22, 11:06"
1099,"sesuai Planning $PCAR hari ini tercapai masuk zona 210😌

Waktu tunggu cuma 3 hari bursa 😌👍

$BKDP $KJEN $ADRO $PANI","3 Oct 22, 11:06"
1100,"@farhanchandra yaudahh biarin aja lo yang nyangkut, gausah ngajak2 orang lain supaya beli barang lo dong🤣🤣 $PANI","3 Oct 22, 11:02 · Edited on 3 Oct 22, 11:03"
1101,"$PANI

Nih gw kasih penjelasan yang bodoh buat orang2 bodoh🤣

Saham PANI yang dipegang masyarakat itu sekitar 11,93% dari jumlah saham yang beredar (data RTI Business).

Simplenya, buat ngangkat harga itu butuh supply demand.

Nah, kira2, gampangnya, siapa yang mau beli 11,93% saham yg beredar di masyarakat itu supaya kemudian supplynya gak ada, dan demandnya naik terus dan harganya jadi naik?? 11,93% dari market cap PANI yang udah 13,.. Triliun, yaitu sekitar 1,6 Triliun!! Wkakakawkak

Dan bisa2nya ada yg bilang harganya menuju 10.000🤣
dan antek2nya, lo gak malu apa ngomong kayak gitu berkedok analisis?? analisis apaan?? wkakakak hadeh ngeri bgt dah🤣","3 Oct 22, 11:01"
1102,"@idrusmarham98 nah gaes bisa kita liat ya, ini adalah contoh orang stress yang udah nyangkut banyak di $PANI , akibat percaya pada pompoman @andryhakim dan antek2nya🤣

Dari gaya bicaranya terlihat, sangat tidak jelas🤣 nanyain isi kulkas🤣","3 Oct 22, 10:54"
1103,$PANI thx kabur dulu takut ambrol,"3 Oct 22, 10:53"
1104,"@farhanchandra wkakaka nah ini si b0d0h yang jadi korban pompom🤣🤣 $PANI

kasian, mau cari kawan nyangkuters juga ya?? wkakakak","3 Oct 22, 10:48 · Edited on 3 Oct 22, 10:48"
1105,"@idrusmarham98 sini, rumah gw di permata hijau nihhh, mau ketemu di mana?? wkakakak $PANI","3 Oct 22, 10:47 · Edited on 3 Oct 22, 10:49"
1106,"hadir 50 lot avg 1725 banh..

trading di $KJEN hari ini doang udah bisa nutupin loss di $PANI malah kelebihan
namanya masuk di saham dibawa santai aja selama yakin sama analisis sendiri. yg bahaya kalo percaya sama pompom tanpa dasar yg jelas terus kalo nyangkut malah maki sana sini ga jelas

lebih kasian lu yg tiap hari komen $PANI doang, masih ada 700+ saham lain yg bisa dibahas. kayak gaada kerjaan lain aja wkwkw","3 Oct 22, 10:45"
1107,@Stockbit User rumah lu mana ayo kita carok jing $PANI,"3 Oct 22, 10:45"
1108,"$PANI
Happy Cuan Buat Yg Eksekusi Pani.
Mantap x Bahh...

To The Moon 🚀🚀🚀🚀

Pelajari Volum Lot, Maka Kamu Akan Bertahan Bursa, Bagaimanapun Kondisi Bursa.","3 Oct 22, 10:43 · Edited on 3 Oct 22, 10:44"
1109,"$PANI jangan terlalu cepat victory lap........ masih lemah ini dan kategori dead cat bounce.......yang invest jangka panjang diam"" saja dulu yah.......nanti kalau sudah diatas 2.010 baru menang........hhehe.........","3 Oct 22, 10:42"
1110,"$PANI

Nih ya, gw ingetin lagi!!

Ini lagi dikerek harganya sama @andryhakim dan antek2nya!!

Intinya kalo buat trading ya gapapa, tapi kalo ngarep harganya bisa ke 2.000, apalagi ke 5.000, ITU LO DIKIBULIN NAMANYA🤣

Harga bakal sideways di sekitar 900 - 1.300 !!
Nah lo trading gapapa deh, tapi sekali lagi, JANGAN MAU DIKIBULIN! LIAT POSTINGAN DI PROFIL GW BIAR JELAS🔥

JANGAN MAU DIKIBULIN JANJI2 PALSU🤣🔥","3 Oct 22, 10:41"
1111,"$PANI Episode : Shinta dalam sekap dan dekap Rahwana Part III.

Semua pasukan mulai diturunkan melawan para Sengkuni 🇮🇩
#Gacoooorrrr","3 Oct 22, 10:41"
1112,@Stockbit User siap siap gw laporin police lu $PANI,"3 Oct 22, 10:38"
1113,inget pintar itu ga nular. wkwkwk $PANI,"3 Oct 22, 10:36"
1114,"$PANI

BARISAN SUDAH MULAI DIKERAHKAN GAES!!

HATI HATI, KALO GAK MAU BONCOS, JANGAN TERGODA🔥

5.000 APAAN, NANTI DI 1.100 - 1.200 JUGA UDAH JUALAN LAGI DIA DAN ANTEK2NYA🤣🤣","3 Oct 22, 10:35"
1115,bersama koh Andry Hakim $PANI ditakdirkan 5000 $APLN $SMRA $COAL $KJEN,"3 Oct 22, 10:31"
1116,"$PANI

Siap2, besok bakalan merosot lagi, karena ini cuman bagian dari ngangkat harga supaya seakan akan sudah mulai hidup🤣

SS posting gw, biar lo pada makin pinter di bursa🔥","3 Oct 22, 10:30"
1117,"Yang pantengin $PANI, belajar invest pake analisa yak 👍🏻","3 Oct 22, 10:25"
1118,"$PANI

Dibilang buat jangka panjang, padahal mayoritas pada trading semua🤣🤣

kasian yg nyangkut 1.700, gak bakal kejemput selamanya🤣🤣

lagian ngeyel sih, dari awal udah gw bilang, kena sendiri kan🤣","3 Oct 22, 10:18"
1119,$PANI bayangkan bila harimu peruh warna. itulah yang saat ini ku rasakan.. 😗,"3 Oct 22, 10:13"
1120,$BCAP $PANI 🤔,"3 Oct 22, 10:10"
1121,"$PANI Seneng banget kemarin Jumat dapet barang murah lumayan banyak, soalnya kalo mau beli banyak susahnya minta ampun 🤧

*Disclaimer On. Jangan ikut-ikutan beli, kalau gak ngerti. Tidak mengajak untuk beli/jual. Resiko tanggung masing”. Rugi salahin diri sendiri jangan salahin orang lain. Mau aman? Masuk di saham bluechip atau batu bara aja 👌🏼","3 Oct 22, 09:47 · Edited on 3 Oct 22, 09:49"
1122,"$PANI

masih ada yg percaya iming2 soal saham jangka panjang, progress PIK2, dan laen laennya?? wkakakaka aduh jangan deh, dari pada lo boncos nanti🤣🤣

duit lo pada dipake buat beli mobil2 mewah lg buat mereka🤣🤣

cek profil gw, dan semua postingan gw, nanti kalian paham🔥

udah yuk cukup jadi mainan mereka, jangan mau dibohongin terus🔥

biar mereka bingung, jualan hasil pompomannya gak laku🔥","3 Oct 22, 09:46 · Edited on 3 Oct 22, 09:48"
1123,$PANI saya juga bisa beli porsche (hotwheels) dari profit sell pani. hahahaha,"3 Oct 22, 05:10"
1124,"$PANI
Dengan Volume 184833,
Pani ini bisa dikatakan Cukup Kokoh menahan Gempuran Dari Ritel yg sell,
Akan kembali bereuforia Saham ini dgn batasan Cutloss breakdown dr 880.
Bidik Cantik bagi yg berminat...

Disc ON
Sekedar Analisa","2 Oct 22, 16:50"
1125,"$PANI

PANI lovers, sepertinya. PANI, sudah capek, turun terus. Mudah2an minggu depan, naik, ke range harga 1485 s/d 2300. Disclaimer ON.","2 Oct 22, 12:34"
1126,kaya chart nya $PANI nih 😁,"2 Oct 22, 11:42"
1127,"ijin nambahin ahh sebagai newbie dunia copet :
- Ajaib setuju banget dan aku idem kak, isinya cuma buat $BYAN n $ITMG garis keras hehe
- KOINS anti eror tapi karena baru pakai jadi masih bingung buat Scalping, alhasil aplikasi didiemin dan nyangkut di $JKON, $SLIS, $PANI","2 Oct 22, 10:24"
1128,"@investor00 kalo akhir2 ini paling parah adalah $BUMI udah rally dari 50 ke 240 an, masih dipom dengan balutan tepung terigu kualitas internasional biar gorengannya semakin renyah 🤣
setiap penurunan maka diserok, ditadahin, disimpan, diinvestasikan 😅 tau tau eehh BUMI nya balik range harga 100 an 😌

masih belom pada kapok dan tak belajar dari kisah drama halusinasi yg sudah terjadi disaham farmasi, bank yg katanya digital pula itu 😅

target boleh tinggi, tapi kalo guyuran deras begitu ramai ya lama-lama tenggelam 😌

trading pendek ya target gausah tinggi banget.
invest juga monggo asal disaham yg dirasa baik.

percayalah,
melindungi modal itu jauh lebih penting dibandingkan sekedar nafsu screenshoot persentase ratusan persen 🤣","2 Oct 22, 10:04 · Edited on 2 Oct 22, 10:05"
1129,"@natan88 pompomers yg pandai menulis dongeng kak 😂🤣 karna aku pernah terjerumus karena dongeng 😄😆 dongeng indah-indah bener pas dibaca, tapi di running trade kok beda wkwkwk dan itu sudah terlewati, sekarang kalo pun target teknikal tinggi bener ya tetep lihat apa yg terjadi saat jam bursa haha.

kalo kayak km kan trade pendek, target jg ga fatamorgana super mega bintang.
mending kayak km gitu trade pendek dg target sewajarnya dan ga perlu pake dongeng ilusi duniawi wkwk

random tag aahh biar rame wkwk","2 Oct 22, 09:07"
1130,"BELI AJAK-AJAK, PAS JUAL DIEM-DIEM...

Itu adalah kalimat yg pernah ku baca & ku dengar,
bahkan bisa jadi aku pun pernah mengatakan atau menulis itu ketika hatiku kesal ketika ikutan beli saham karna tertarik dengan analisa orang.
yaaa sebetulnya istilah pompom memang cukup terkesan menyalahkan orang dibanding berkaca pada diri sendiri.
sebetulnya bukan karna terpompom, tapi pernah suatu ketika aku membaca tulisan orang dan menyukai tulisan itu.
dan yaaa akhirnya aku entry buy dan kena siraman duniawi (sahamnya ambrol).

Ketika saham ambrol, sering kali hati yg kesal menyalahkan orang yg telah menulis tersebut.
""BELINYA NGAJAK ORANG, JUALNYA DIEM-DIEM"".
ya meski ada juga orang yg ngajak aku beli saham by personal chat sih hahahahaha dan sahamnya remuk 🤣😂😅.
dan ya itu pelajaran untuk aku dan koko-koko ku, jangan sepenuhnya percaya dg orang sekalipun itu kau anggap kawan dekat wkwk.
dunia bursa sahan tak seramah itu bestiii hahahahaha.

namun ada 1 hal yg aku renungkan.
KENAPA JUAL DIEM-DIEM?
ya karna ketika jam trading, apa yg tersaji di running trade itulah yg jadi realita tanpa fatamorgana halusinasi.
mau teknikal tarikan garisnya sangat panjang kayak panjangnya drama mertua ama menantu yg ribut pun itu ga akan kepake kalo emang di running trade itu saham remuk disiram buangan dg volume gede banget.
bisa apa analisa teknikal dan target fantastis kalo kenyataan dimedan perang running trade ga seperti itu?

itu pula lah yg sepertinya ku alami.
di Stockbit aku menulis membeli ini itu.
tapi jarang memposting bahwa aku telah menjual.
ya bagaimana mau nulis, jam trading uda standby depan laptop, chat telfon dg koko-koko ku.
misal beli saham harga 1000 dengan target teknikal di 1500.
lha di 1200 udah deras guyurannya, ya mau ga mau harus exit saat itu juga.
dan ga sempet posting di Stockbit kalo udah exit,
karna memang ga semua orang selalu punya mood untuk menulis atau pun ada waktu untuk menulis.
after jam trading kadang pikiran uda lelah haha.

dan ini adalah fotoku ketika rekap hasil trading.
yaaa aku suka di Starbucks memang untuk trading, rekap hasil trading, baca buku sambil tea or coffe time dan ngemil wkwkwkwk.
anggap self love setelah bertempur di running trade dan melindungi modal.

dunia saham itu bukan dunia yg lembut.
ga bisa kita terpaku pada postingan dan analisa orang.
karna aku selalu merekap hasil trading, ya selama 1 bulan hari bursa itu aku fokus pada apa yg tersaji di running trade.
bukan berpatokan pada tulisan orang yg kelihatannya bijaksana seolah maha guru.
bukankah hasil rekap trading berisi tulisan profit jauh lebih penting dibanding tulisan orang?


happy weekend....
salam cinta untuk semua,
bahagia & sehat selalu

random tag","2 Oct 22, 08:43"
1131,"$PANI Happy weekend semuanya, hanya SPEKULASI dan OPINI PRIBADI saja ✌","1 Oct 22, 15:00"
1132,@Stockbit User You are so $PANI (Funny) 😂😂,"1 Oct 22, 14:47"
1133,"$PANI

PANI lovers, tetap semangat, ya. Untuk segala sesuatu ada masanya, untuk apapun di bawah langit ada waktunya. Ada waktu untuk mengumpulkan PANI, ada waktu untuk menjual. PANI akan membuat segala sesuatu indah pada waktunya","1 Oct 22, 10:21"
1134,@ervanz setuju bro liat aja yang berkembang sapa yg beli porsche sapa yg centang ijo sapa. yg ngiri sanggupnya naek sepeda listrik bedua keliling $PANI🤭 cute,"1 Oct 22, 10:13"
1135,"stream $PANI skrg, seperti sekuel sinetron yg ada sutradara dan produser nya, dan polanya seperti disetting,,,,tapi aaahhhh sudahlah di market bukan mencari teman tapi mencari untung, masih ada 700 lebih emiten yg lainnya be smart & thinking kawan ✌️✌️✌️
$IHSG, $BUMI $BOSS $SLIS","1 Oct 22, 10:05 · Edited on 1 Oct 22, 10:05"
1136,"Saham PANI Agung Sedayu hingga BRMS Masuk Top Losers Sepekan
Sebanyak 10 saham terpantau mengalami penurunan signifikan dan masuk ke jajaran top losers sepanjang pekan ini sampai dengan Jumat (30/9/2022).
Berdasarkan data Bursa Efek Indonesia pada 1 Oktober 2022, PT Hetzer Medical Indonesia Tbk. (MEDS) memimpin pelemahan dengan turun hingga 29,03 persen dari...","1 Oct 22, 09:56"
1137,"$PANI ingat prinsipnya

setelah arb berkali kali, lalu merah lalu hijau dan kembali ara.

kenapa harus cemas? toh ini harga rendah","1 Oct 22, 09:38"
1138,@sasa91 dan setelah beli $PANI si ulet bulu terpaksa jual porsche nya hahahhahahahha,"1 Oct 22, 09:14 · Edited on 1 Oct 22, 09:15"
1139,"Bismillah..
Bertumbuh bersama perusahaan yg berkualitas.

tabungan masa depan.💎💎💎
abaikan kebisingan pasar.

$PANI","1 Oct 22, 08:52"
1140,@SufiSejati $PANI gmna Om? thx,"1 Oct 22, 08:51"
1141,"@DAVIDA88 nih saham $ARTO bakal nyelem trus..noh ada $PANI dari belasan ribu skrg sisa 800 perak.

bandar dah msknya saham-saham lain. $KJEN $FIRE $SLIS","1 Oct 22, 05:52"
1142,"saham gni mah dibwa nyelem..noh contoh $PANI..

ga usah avg down..malah rugi..","1 Oct 22, 05:49"
1143,$PANI baru tau pantesan si AH bs kebeli porsche,"30 Sep 22, 23:48"
1144,"@axlarry pertanyaan saya: kenapa lanjutnya dengan ""rolling stones?""

Kenapa nggak lanjut dengan ""rolling door"" saja itu ditutup dulu, weekend ini, market closed 😂

$BUMI $SLIS $PANI $ERAA","30 Sep 22, 23:47"
1145,"$PANI

Halo gimana kabar?? Janji gak assemble lagi?? 🤣

Kemaren kemaren semangat bener ngomong PANI balik ke harga sebelum Right Issue yaitu 5.000 - 10.000 , kok belakangan ngomong kalo ""siapa suruh beli di pucuk?"" 🤣
@andryhakim

Sekarang udah jelas ya gaes, kayak yg gw bilang dari awal, harga normal PANI di 700-900! Dan kalo udah di atas itu, ya udah harga pucuk! Boro-boro 10.000, 2.000 aja langsung terjun bebas pada TP🤣🤣


Gimana?? Who's the badut now??!! 🤡🤣

Andry ""si Badut"" Hakim🤡🤣","30 Sep 22, 18:26 · Edited on 30 Sep 22, 18:31"
1146,$PANI ini kalau kita trek ke belakang pada nyangkut semua ya,"30 Sep 22, 17:52"
